,name,size,status
0,_palert_5017_eqEvent_20211206210608.csv,1438919,1
1,20211206130558_5021_Z.mseed,15104,1
2,20211206130558_5021_N.mseed,14080,1
3,_palert_5067_eqEvent_20211206210611.csv,1438919,1
4,20211206130558_5021_E.mseed,13568,1
5,_palert_4668_eqEvent_20211206210609.csv,973619,1
6,_palert_4397_eqEvent_20211206210628.csv,973619,1
7,_palert_5053_eqEvent_20211206210608.csv,1438919,1
8,_palert_4404_eqEvent_20211206210608.csv,559619,1
9,_palert_4441_eqEvent_20211206210637.csv,973619,1
10,_palert_4584_eqEvent_20211206210608.csv,483719,1
