,name,size,status
0,20210713225220_4406_E.mseed,14592,1
1,20210713225220_4406_Z.mseed,11264,1
2,20210713225224_5021_E.mseed,9472,1
3,20210713225237_4650_N.mseed,8448,1
4,20210713225224_5040_Z.mseed,9216,1
5,20210713225224_5040_N.mseed,9216,1
6,20210713225224_5080_N.mseed,9216,1
7,20210713225225_5067_N.mseed,49664,1
8,20210713225225_5067_Z.mseed,49152,1
9,20210713225158_4397_E.mseed,16640,1
10,20210713225224_5021_Z.mseed,9216,1
11,20210713225224_5053_N.mseed,13312,1
12,20210713225157_4441_E.mseed,11264,1
13,20210713225224_5080_Z.mseed,9216,1
14,_palert_4584_eqEvent_20210714065249.csv,387119,1
15,20210713225157_4441_N.mseed,11264,1
16,20210713225224_5053_E.mseed,13568,1
17,20210713225226_5018_E.mseed,9472,1
18,20210713225224_5040_E.mseed,9472,1
19,20210713225224_5021_N.mseed,9472,1
20,20210713225237_4650_E.mseed,8960,1
21,20210713225237_4650_Z.mseed,7424,1
22,20210713225220_4406_N.mseed,14592,1
23,20210713225224_5080_E.mseed,9472,1
24,20210713225226_5018_Z.mseed,9216,1
25,20210713225226_5018_N.mseed,9472,1
26,20210713225158_4397_Z.mseed,15872,1
27,20210713225158_4397_N.mseed,16384,1
28,20210713225224_5053_Z.mseed,12288,1
29,20210713225157_4441_Z.mseed,10496,1
30,20210713225225_5067_E.mseed,49664,1
