,name,size,status
0,20210913104149_4650_E.mseed,10496,1
1,20210913104134_4441_Z.mseed,9984,1
2,20210913104149_4650_N.mseed,10240,1
3,20210913104136_5053_N.mseed,17152,1
4,20210913104131_4397_E.mseed,12032,1
5,20210913104134_4441_E.mseed,10496,1
6,20210913104136_5053_Z.mseed,14080,1
7,20210913104136_5053_E.mseed,15616,1
8,20210913104134_4441_N.mseed,10752,1
9,20210913104149_4650_Z.mseed,9728,1
10,20210913104131_4397_Z.mseed,11264,1
11,_palert_4404_eqEvent_20210913184201.csv,559619,1
12,20210913104131_4397_N.mseed,12032,1
