#StationCode:4404
#InstrumentKind: CSV  (20210926062134_4404)
#StartTime:2021/09/26 06:21:25.000
#RecordLength(sec):81.00
#SampleRate(Hz): 100
#AmplitudeUnit:  gal. DCoffset(corr)
#AmplitudeMAX. a:    4.140 ~    -4.758
#AmplitudeMAX. b:    5.047 ~    -5.371
#AmplitudeMAX. c:    4.684 ~    -5.066
#         ____a____ ____b____ ____c____
#PGA(mm):     47.58,    53.71,    50.66
#PGV(mm):      1.79,     5.60,     4.33
#PGD(um):       467,      816,      599
#Intensity:2.0 touC:0.094 PGA:5.9gal PGV:4.1mm/s
#Time sync.:NTP
#Movement:NA, "2021-09-26 06:21:34.130000"
#DataSequence: Time; a; b; c; Pd; Displacement; 
#Data: 4F10.3                                                                         
      0.0000,    -0.054,     0.094,     0.098,     0.000,    -0.010
      0.0100,    -0.035,     0.076,     0.122,     0.000,    -0.010
      0.0200,    -0.023,     0.047,     0.102,     0.000,    -0.010
      0.0300,     0.002,     0.023,     0.080,     0.000,    -0.010
      0.0400,     0.023,    -0.001,     0.034,     0.000,    -0.010
      0.0500,     0.056,    -0.010,    -0.017,     0.000,    -0.010
      0.0600,     0.068,    -0.007,    -0.030,     0.000,    -0.010
      0.0700,     0.040,    -0.001,    -0.054,     0.000,    -0.010
      0.0800,     0.008,     0.018,    -0.058,     0.000,    -0.010
      0.0900,    -0.045,     0.034,    -0.056,     0.000,    -0.010
      0.1000,    -0.054,     0.051,    -0.048,     0.000,    -0.010
      0.1100,    -0.048,     0.061,    -0.028,     0.000,    -0.010
      0.1200,    -0.016,     0.061,    -0.012,     0.000,    -0.010
      0.1300,     0.009,     0.034,     0.006,     0.000,    -0.010
      0.1400,     0.042,     0.020,     0.002,     0.000,    -0.010
      0.1500,     0.052,     0.001,    -0.005,     0.000,    -0.010
      0.1600,     0.059,    -0.016,    -0.027,     0.000,    -0.010
      0.1700,     0.062,    -0.035,    -0.032,     0.000,    -0.010
      0.1800,     0.050,    -0.030,    -0.018,     0.000,    -0.010
      0.1900,     0.024,    -0.023,    -0.004,     0.000,    -0.010
      0.2000,     0.015,    -0.013,     0.013,     0.000,    -0.010
      0.2100,    -0.003,     0.006,     0.036,     0.000,    -0.010
      0.2200,    -0.027,     0.010,     0.025,     0.000,    -0.010
      0.2300,    -0.007,    -0.018,     0.025,     0.000,    -0.010
      0.2400,    -0.017,    -0.041,     0.025,     0.000,    -0.010
      0.2500,    -0.037,    -0.063,     0.021,     0.000,    -0.010
      0.2600,    -0.038,    -0.069,     0.032,     0.000,    -0.010
      0.2700,    -0.041,    -0.032,     0.025,     0.000,    -0.010
      0.2800,    -0.032,    -0.016,     0.023,     0.000,    -0.010
      0.2900,    -0.016,     0.008,     0.017,     0.000,    -0.010
      0.3000,     0.002,    -0.002,     0.030,     0.000,    -0.010
      0.3100,     0.015,    -0.021,     0.031,     0.000,    -0.010
      0.3200,     0.017,    -0.049,     0.026,     0.000,    -0.010
      0.3300,     0.016,    -0.058,     0.014,     0.000,    -0.010
      0.3400,     0.019,    -0.039,    -0.035,     0.000,    -0.010
      0.3500,     0.012,    -0.024,    -0.085,     0.000,    -0.010
      0.3600,    -0.019,    -0.004,    -0.133,     0.000,    -0.010
      0.3700,    -0.030,    -0.004,    -0.146,     0.000,    -0.010
      0.3800,    -0.054,    -0.009,    -0.133,     0.000,    -0.010
      0.3900,    -0.068,    -0.005,    -0.082,     0.000,    -0.010
      0.4000,    -0.071,    -0.004,    -0.054,     0.000,    -0.010
      0.4100,    -0.057,     0.003,    -0.027,     0.000,    -0.010
      0.4200,    -0.052,     0.011,    -0.005,     0.000,    -0.010
      0.4300,    -0.045,    -0.007,    -0.016,     0.000,    -0.010
      0.4400,    -0.031,    -0.007,    -0.033,     0.000,    -0.010
      0.4500,    -0.028,     0.021,    -0.060,     0.000,    -0.010
      0.4600,    -0.021,     0.042,    -0.077,     0.000,    -0.010
      0.4700,    -0.007,     0.076,    -0.085,     0.000,    -0.010
      0.4800,     0.006,     0.102,    -0.065,     0.000,    -0.010
