#StationCode:4404
#InstrumentKind: CSV  (20211024131147_4404)
#StartTime:2021/10/24 13:11:38.000
#RecordLength(sec):81.00
#SampleRate(Hz): 100
#AmplitudeUnit:  gal. DCoffset(corr)
#AmplitudeMAX. a:   28.387 ~   -37.744
#AmplitudeMAX. b:   71.679 ~   -83.600
#AmplitudeMAX. c:   63.024 ~   -76.729
#         ____a____ ____b____ ____c____
#PGA(mm):    377.44,   836.00,   767.29
#PGV(mm):     18.75,    57.38,    48.99
#PGD(um):      2356,    10722,     4299
#Intensity:4.0 touC:0.304 PGA:86.4gal PGV:33.2mm/s
#Time sync.:NTP
#Movement:UP, "2021-10-24 13:11:47.900000"
#DataSequence: Time; a; b; c; Pd; Displacement; 
#Data: 4F10.3                                                                       
      0.0000,    -0.001,    -0.025,    -0.003,     0.000,     0.006
      0.0100,     0.019,    -0.031,     0.009,     0.000,     0.006
      0.0200,     0.038,    -0.033,     0.042,     0.000,     0.006
      0.0300,     0.055,    -0.018,     0.077,     0.000,     0.006
      0.0400,     0.059,    -0.003,     0.101,     0.000,     0.005
      0.0500,     0.063,     0.013,     0.111,     0.000,     0.005
      0.0600,     0.058,     0.014,     0.076,     0.000,     0.005
      0.0700,     0.033,     0.016,     0.053,     0.000,     0.005
      0.0800,     0.014,     0.021,     0.026,     0.000,     0.005
      0.0900,    -0.017,     0.020,    -0.001,     0.000,     0.005
      0.1000,    -0.023,     0.014,    -0.011,     0.000,     0.005
      0.1100,    -0.055,    -0.004,    -0.028,     0.000,     0.005
      0.1200,    -0.031,    -0.035,    -0.006,     0.000,     0.005
      0.1300,     0.030,    -0.072,     0.016,     0.000,     0.005
      0.1400,     0.075,    -0.079,     0.039,     0.000,     0.005
      0.1500,     0.099,    -0.099,     0.059,     0.000,     0.004
      0.1600,     0.125,    -0.091,     0.065,     0.000,     0.004
      0.1700,     0.121,    -0.078,     0.057,     0.000,     0.004
      0.1800,     0.069,    -0.056,     0.056,     0.000,     0.004
      0.1900,     0.022,    -0.041,     0.052,     0.000,     0.004
      0.2000,     0.008,    -0.030,     0.047,     0.000,     0.004
      0.2100,    -0.010,    -0.012,     0.028,     0.000,     0.004
      0.2200,    -0.040,    -0.010,     0.001,     0.000,     0.004
      0.2300,    -0.051,    -0.005,    -0.031,     0.000,     0.004
      0.2400,    -0.085,     0.012,    -0.055,     0.000,     0.004
      0.2500,    -0.077,     0.019,    -0.070,     0.000,     0.004
      0.2600,    -0.067,     0.049,    -0.079,     0.000,     0.004
      0.2700,    -0.025,     0.065,    -0.078,     0.000,     0.004
      0.2800,     0.009,     0.079,    -0.066,     0.000,     0.004
      0.2900,     0.037,     0.070,    -0.033,     0.000,     0.003
      0.3000,     0.048,     0.046,    -0.014,     0.000,     0.003
      0.3100,     0.045,     0.037,     0.012,     0.000,     0.003
      0.3200,     0.039,     0.012,     0.029,     0.000,     0.003
      0.3300,     0.045,     0.001,     0.044,     0.000,     0.003
      0.3400,     0.071,    -0.015,     0.063,     0.000,     0.003
      0.3500,     0.076,    -0.023,     0.061,     0.000,     0.003
      0.3600,     0.078,     0.001,     0.051,     0.000,     0.003
      0.3700,     0.073,     0.002,     0.043,     0.000,     0.003
      0.3800,     0.052,     0.015,     0.038,     0.000,     0.003
      0.3900,     0.004,     0.017,     0.025,     0.000,     0.003
      0.4000,    -0.032,     0.005,     0.025,     0.000,     0.003
      0.4100,    -0.063,     0.005,     0.014,     0.000,     0.003
      0.4200,    -0.075,     0.015,    -0.007,     0.000,     0.003
      0.4300,    -0.084,     0.018,    -0.046,     0.000,     0.003
      0.4400,    -0.088,     0.022,    -0.059,     0.000,     0.002
      0.4500,    -0.086,     0.024,    -0.068,     0.000,     0.002
      0.4600,    -0.089,     0.020,    -0.047,     0.000,     0.002
      0.4700,    -0.079,     0.039,    -0.029,     0.000,     0.002
      0.4800,    -0.080,     0.062,    -0.005,     0.000,     0.002
      0.4900,    -0.073,     0.081,     0.020,     0.000,     0.002
      0.5000,    -0.066,     0.086,     0.031,     0.000,     0.002
      0.5100,    -0.067,     0.075,     0.025,     0.000,     0.002
      0.5200,    -0.058,     0.057,     0.011,     0.000,     0.001
      0.5300,    -0.048,     0.042,     0.002,     0.000,     0.001
      0.5400,    -0.040,     0.046,    -0.022,     0.000,     0.001
      0.5500,    -0.024,     0.046,    -0.050,     0.000,     0.001
      0.5600,    -0.036,     0.038,    -0.084,     0.000,     0.001
      0.5700,    -0.021,     0.020,    -0.103,     0.000,     0.001
      0.5800,    -0.012,    -0.004,    -0.104,     0.000,     0.000
      0.5900,    -0.023,    -0.009,    -0.066,     0.000,     0.000
      0.6000,    -0.039,    -0.006,    -0.022,     0.000,     0.000
      0.6100,    -0.044,     0.003,     0.007,     0.000,    -0.000
      0.6200,    -0.044,    -0.003,     0.019,     0.000,    -0.000
      0.6300,    -0.033,    -0.007,     0.008,     0.000,    -0.000
      0.6400,     0.012,    -0.018,    -0.001,     0.000,    -0.001
      0.6500,     0.055,    -0.023,    -0.006,     0.000,    -0.001
