,name,size,status
0,20210715232957_5080_E.mseed,6912,1
1,20210715232957_5040_Z.mseed,6400,1
2,20210715232941_4406_N.mseed,12544,1
3,20210715232941_4406_E.mseed,12032,1
4,20210715232941_4406_Z.mseed,10752,1
5,20210715232919_4397_E.mseed,10752,1
6,20210715232958_5067_Z.mseed,35840,1
7,20210715233019_4441_E.mseed,8448,1
8,20210715232957_5018_Z.mseed,6656,1
9,20210715232957_5080_Z.mseed,6400,1
10,20210715232957_5021_Z.mseed,6400,1
11,20210715232957_5021_E.mseed,6912,1
12,20210715232919_4397_Z.mseed,10240,1
13,20210715232957_5018_E.mseed,6912,1
14,20210715232957_5021_N.mseed,6656,1
15,20210715232957_5040_N.mseed,6656,1
16,20210715232957_5040_E.mseed,6912,1
17,20210715232919_4397_N.mseed,10752,1
18,20210715232957_5018_N.mseed,6912,1
19,20210715232958_5067_N.mseed,35840,1
20,20210715232957_5053_Z.mseed,8960,1
21,20210715232957_5053_E.mseed,8960,1
22,20210715233019_4441_Z.mseed,8192,1
23,20210715232958_5067_E.mseed,35840,1
24,20210715232918_4441_E.mseed,10496,1
25,20210715232957_5053_N.mseed,8960,1
26,20210715232957_5080_N.mseed,6656,1
27,20210715233019_4441_N.mseed,8704,1
28,20210715232918_4441_N.mseed,10496,1
