#StationCode:5144
#InstrumentKind: CSV  (20220103174725_5144)
#StartTime:2022/01/03 17:47:15.000
#RecordLength(sec):141.00
#SampleRate(Hz): 100
#AmplitudeUnit:  gal. DCoffset(corr)
#AmplitudeMAX. a:    5.563 ~    -5.335
#AmplitudeMAX. b:   21.511 ~   -31.106
#AmplitudeMAX. c:   20.546 ~   -28.907
#         ____a____ ____b____ ____c____
#PGA(mm):     55.63,   311.06,   289.07
#PGV(mm):     10.39,    53.51,    51.24
#PGD(um):      3625,    16150,    11730
#Intensity:4.0 touC:0.000 PGA:31.1gal PGV:47.8mm/s
#Time sync.:NTP
#Movement:, "2022-01-03 17:47:25.410000"
#DataSequence: Time; a; b; c; Pd; Displacement; pgvA; pgvB; pgvC
#Data: 4F10.3                                                        
      0.0000,    -1.313,     1.395,    -2.096,     0.000,     0.000,    -0.564,     0.557,    -0.956
      0.0100,    -1.510,     1.349,    -1.612,     0.000,     0.000,    -0.692,     0.667,    -1.065
      0.0200,    -1.541,     1.326,    -1.159,     0.000,     0.000,    -0.818,     0.762,    -1.116
      0.0300,    -1.395,     1.337,    -0.823,     0.000,     0.000,    -0.924,     0.845,    -1.120
      0.0400,    -1.103,     1.389,    -0.654,     0.000,     0.000,    -0.997,     0.922,    -1.095
      0.0500,    -0.724,     1.476,    -0.663,     0.000,     0.000,    -1.027,     0.995,    -1.061
      0.0600,    -0.331,     1.586,    -0.821,     0.000,     0.000,    -1.015,     1.067,    -1.034
      0.0700,     0.009,     1.701,    -1.068,     0.000,     0.000,    -0.964,     1.140,    -1.025
      0.0800,     0.246,     1.797,    -1.326,     0.000,     0.000,    -0.887,     1.212,    -1.036
      0.0900,     0.357,     1.846,    -1.523,     0.000,     0.000,    -0.796,     1.281,    -1.065
      0.1000,     0.349,     1.825,    -1.603,     0.000,     0.000,    -0.705,     1.340,    -1.100
      0.1100,     0.252,     1.718,    -1.537,     0.000,     0.000,    -0.624,     1.383,    -1.129
      0.1200,     0.109,     1.521,    -1.328,     0.000,     0.000,    -0.559,     1.403,    -1.138
      0.1300,    -0.043,     1.244,    -1.004,     0.000,     0.000,    -0.511,     1.393,    -1.116
      0.1400,    -0.175,     0.909,    -0.610,     0.000,     0.000,    -0.479,     1.349,    -1.058
      0.1500,    -0.279,     0.546,    -0.198,     0.000,     0.000,    -0.460,     1.271,    -0.962
      0.1600,    -0.358,     0.185,     0.187,     0.000,     0.000,    -0.449,     1.160,    -0.832
      0.1700,    -0.422,    -0.149,     0.507,     0.000,     0.000,    -0.444,     1.020,    -0.677
      0.1800,    -0.480,    -0.438,     0.739,     0.000,     0.000,    -0.444,     0.859,    -0.506
      0.1900,    -0.530,    -0.676,     0.870,     0.000,     0.000,    -0.447,     0.683,    -0.330
      0.2000,    -0.560,    -0.868,     0.900,     0.000,     0.000,    -0.452,     0.499,    -0.160
      0.2100,    -0.550,    -1.023,     0.839,     0.000,     0.000,    -0.456,     0.312,    -0.006
      0.2200,    -0.481,    -1.154,     0.711,     0.000,     0.000,    -0.454,     0.126,     0.127
      0.2300,    -0.340,    -1.274,     0.551,     0.000,     0.000,    -0.441,    -0.056,     0.234
      0.2400,    -0.136,    -1.396,     0.406,     0.000,     0.000,    -0.410,    -0.235,     0.316
      0.2500,     0.106,    -1.530,     0.325,     0.000,     0.000,    -0.360,    -0.409,     0.379
      0.2600,     0.347,    -1.680,     0.353,     0.000,     0.000,    -0.289,    -0.581,     0.433
      0.2700,     0.544,    -1.847,     0.520,     0.000,     0.000,    -0.202,    -0.751,     0.490
      0.2800,     0.664,    -2.025,     0.828,     0.000,     0.000,    -0.106,    -0.920,     0.563
      0.2900,     0.691,    -2.198,     1.250,     0.000,     0.000,    -0.011,    -1.089,     0.663
      0.3000,     0.632,    -2.345,     1.732,     0.000,     0.000,     0.074,    -1.254,     0.795
      0.3100,     0.510,    -2.443,     2.203,     0.000,     0.000,     0.143,    -1.412,     0.958
      0.3200,     0.362,    -2.467,     2.587,     0.000,     0.000,     0.193,    -1.557,     1.145
      0.3300,     0.232,    -2.403,     2.822,     0.000,     0.000,     0.224,    -1.682,     1.341
      0.3400,     0.157,    -2.248,     2.876,     0.000,     0.000,     0.242,    -1.780,     1.529
      0.3500,     0.166,    -2.014,     2.753,     0.000,     0.000,     0.255,    -1.843,     1.692
      0.3600,     0.273,    -1.725,     2.492,     0.000,     0.000,     0.271,    -1.870,     1.816
      0.3700,     0.473,    -1.414,     2.163,     0.000,     0.000,     0.299,    -1.858,     1.895
      0.3800,     0.740,    -1.112,     1.845,     0.000,     0.000,     0.346,    -1.812,     1.929
      0.3900,     1.036,    -0.848,     1.606,     0.000,     0.000,     0.415,    -1.735,     1.926
      0.4000,     1.314,    -0.637,     1.490,     0.000,     0.000,     0.504,    -1.635,     1.900
      0.4100,     1.531,    -0.479,     1.502,     0.000,     0.000,     0.607,    -1.520,     1.863
      0.4200,     1.658,    -0.364,     1.610,     0.000,     0.000,     0.716,    -1.396,     1.828
      0.4300,     1.685,    -0.275,     1.756,     0.000,     0.000,     0.819,    -1.268,     1.801
      0.4400,     1.620,    -0.189,     1.870,     0.000,     0.000,     0.910,    -1.137,     1.782
      0.4500,     1.484,    -0.086,     1.887,     0.000,     0.000,     0.979,    -1.004,     1.765
      0.4600,     1.306,     0.050,     1.763,     0.000,     0.000,     1.024,    -0.868,     1.737
      0.4700,     1.116,     0.227,     1.483,     0.000,     0.000,     1.043,    -0.724,     1.685
      0.4800,     0.937,     0.446,     1.060,     0.000,     0.000,     1.039,    -0.571,     1.598
      0.4900,     0.784,     0.699,     0.531,     0.000,     0.000,     1.016,    -0.407,     1.467
      0.5000,     0.664,     0.972,    -0.056,     0.000,     0.000,     0.978,    -0.229,     1.288
      0.5100,     0.577,     1.247,    -0.648,     0.000,     0.000,     0.930,    -0.040,     1.063
      0.5200,     0.514,     1.508,    -1.200,     0.000,     0.000,     0.874,     0.159,     0.798
      0.5300,     0.463,     1.739,    -1.673,     0.000,     0.000,     0.815,     0.364,     0.504
      0.5400,     0.401,     1.928,    -2.040,     0.000,     0.000,     0.753,     0.570,     0.193
      0.5500,     0.304,     2.068,    -2.287,     0.000,     0.000,     0.685,     0.773,    -0.122
      0.5600,     0.141,     2.157,    -2.409,     0.000,     0.000,     0.608,     0.966,    -0.427
      0.5700,    -0.113,     2.198,    -2.417,     0.000,     0.000,     0.515,     1.145,    -0.711
      0.5800,    -0.471,     2.201,    -2.333,     0.000,     0.000,     0.399,     1.307,    -0.965
      0.5900,    -0.927,     2.180,    -2.191,     0.000,     0.000,     0.253,     1.449,    -1.182
      0.6000,    -1.451,     2.155,    -2.035,     0.000,     0.000,     0.071,     1.572,    -1.362
