#StationCode:4404
#InstrumentKind: CSV  (20211206210608_4404)
#StartTime:2021/12/06 21:05:58.000
#RecordLength(sec):81.00
#SampleRate(Hz): 100
#AmplitudeUnit:  gal. DCoffset(corr)
#AmplitudeMAX. a:    4.440 ~    -4.520
#AmplitudeMAX. b:    2.758 ~    -3.491
#AmplitudeMAX. c:    3.357 ~    -3.040
#         ____a____ ____b____ ____c____
#PGA(mm):     40.11,    34.91,    33.57
#PGV(mm):      0.91,     1.21,     1.27
#PGD(um):       309,      221,      259
#Intensity:2.0 touC:0.106 PGA:5.5gal PGV:0.8mm/s
#Time sync.:NTP
#Movement:NA, "2021-12-06 21:06:08.030000"
#DataSequence: Time; a; b; c; Pd; Displacement; 
#Data: 4F10.3                                                                         
      0.0000,    -0.046,     0.072,    -0.020,     0.000,     0.014
      0.0100,    -0.075,     0.052,     0.009,     0.000,     0.014
      0.0200,    -0.096,     0.019,     0.038,     0.000,     0.014
      0.0300,    -0.084,    -0.011,     0.058,     0.000,     0.014
      0.0400,    -0.055,    -0.038,     0.066,     0.000,     0.014
      0.0500,    -0.011,    -0.049,     0.054,     0.000,     0.014
      0.0600,     0.024,    -0.026,     0.010,     0.000,     0.014
      0.0700,     0.025,    -0.000,    -0.032,     0.000,     0.013
      0.0800,     0.040,     0.017,    -0.056,     0.000,     0.013
      0.0900,     0.022,     0.014,    -0.056,     0.000,     0.013
      0.1000,     0.032,     0.002,    -0.027,     0.000,     0.013
      0.1100,     0.027,    -0.019,    -0.007,     0.000,     0.013
      0.1200,     0.013,    -0.032,    -0.016,     0.000,     0.013
      0.1300,    -0.013,    -0.045,    -0.018,     0.000,     0.013
      0.1400,    -0.054,    -0.037,    -0.054,     0.000,     0.013
      0.1500,    -0.066,    -0.034,    -0.064,     0.000,     0.012
      0.1600,    -0.068,    -0.021,    -0.031,     0.000,     0.012
      0.1700,    -0.058,    -0.007,    -0.001,     0.000,     0.012
      0.1800,    -0.019,     0.003,     0.023,     0.000,     0.012
      0.1900,     0.011,     0.001,     0.019,     0.000,     0.012
      0.2000,     0.048,    -0.005,    -0.009,     0.000,     0.012
      0.2100,     0.041,    -0.023,    -0.054,     0.000,     0.012
      0.2200,     0.069,    -0.035,    -0.064,     0.000,     0.011
      0.2300,     0.086,    -0.033,    -0.050,     0.000,     0.011
      0.2400,     0.043,    -0.020,    -0.019,     0.000,     0.011
      0.2500,     0.020,    -0.027,     0.019,     0.000,     0.011
      0.2600,    -0.009,    -0.045,     0.024,     0.000,     0.011
      0.2700,    -0.034,    -0.053,     0.005,     0.000,     0.011
      0.2800,    -0.042,    -0.033,    -0.032,     0.000,     0.011
      0.2900,    -0.056,    -0.036,    -0.064,     0.000,     0.011
      0.3000,    -0.056,    -0.008,    -0.063,     0.000,     0.010
      0.3100,    -0.067,     0.005,    -0.047,     0.000,     0.010
