#StationCode:5053
#InstrumentKind: CSV  (20220104071811_5053)
#StartTime:2022/01/04 07:18:01.000
#RecordLength(sec):141.00
#SampleRate(Hz): 100
#AmplitudeUnit:  gal. DCoffset(corr)
#AmplitudeMAX. a:    0.532 ~    -0.631
#AmplitudeMAX. b:    2.102 ~    -2.073
#AmplitudeMAX. c:    2.483 ~    -2.296
#         ____a____ ____b____ ____c____
#PGA(mm):      6.31,    21.02,    24.83
#PGV(mm):      0.65,     2.55,     4.26
#PGD(um):       439,      600,     1008
#Intensity:2.0 touC:0.000 PGA:2.7gal PGV:2.0mm/s
#Time sync.:NTP
#Movement:DN, "2022-01-04 07:18:11.140000"
#DataSequence: Time; a; b; c; Pd; Displacement; pgvA; pgvB; pgvC
#Data: 4F10.3                                                        
      0.0000,     0.077,    -0.165,    -0.132,     0.000,     0.013,     0.105,    -0.114,    -0.137
      0.0100,     0.050,    -0.139,    -0.117,     0.000,     0.013,     0.099,    -0.114,    -0.139
      0.0200,     0.012,    -0.105,    -0.098,     0.000,     0.013,     0.091,    -0.110,    -0.139
      0.0300,    -0.028,    -0.069,    -0.079,     0.000,     0.013,     0.079,    -0.103,    -0.136
      0.0400,    -0.059,    -0.035,    -0.061,     0.000,     0.013,     0.064,    -0.093,    -0.132
      0.0500,    -0.072,    -0.009,    -0.050,     0.000,     0.013,     0.048,    -0.081,    -0.126
      0.0600,    -0.061,     0.008,    -0.047,     0.000,     0.014,     0.034,    -0.067,    -0.119
      0.0700,    -0.028,     0.015,    -0.052,     0.000,     0.014,     0.022,    -0.053,    -0.113
      0.0800,     0.023,     0.013,    -0.064,     0.000,     0.014,     0.016,    -0.039,    -0.107
      0.0900,     0.086,     0.005,    -0.077,     0.000,     0.014,     0.015,    -0.028,    -0.103
      0.1000,     0.150,    -0.004,    -0.087,     0.000,     0.014,     0.021,    -0.017,    -0.100
      0.1100,     0.206,    -0.012,    -0.090,     0.000,     0.014,     0.031,    -0.009,    -0.097
      0.1200,     0.244,    -0.014,    -0.085,     0.000,     0.014,     0.046,    -0.002,    -0.094
      0.1300,     0.258,    -0.011,    -0.073,     0.000,     0.014,     0.061,     0.005,    -0.090
      0.1400,     0.246,    -0.001,    -0.055,     0.000,     0.014,     0.075,     0.012,    -0.085
      0.1500,     0.213,     0.012,    -0.035,     0.000,     0.014,     0.085,     0.019,    -0.078
      0.1600,     0.164,     0.028,    -0.015,     0.000,     0.014,     0.090,     0.027,    -0.070
      0.1700,     0.107,     0.042,     0.006,     0.000,     0.014,     0.089,     0.036,    -0.059
      0.1800,     0.050,     0.052,     0.026,     0.000,     0.014,     0.083,     0.045,    -0.048
      0.1900,    -0.000,     0.056,     0.048,     0.000,     0.015,     0.071,     0.054,    -0.035
      0.2000,    -0.042,     0.052,     0.071,     0.000,     0.015,     0.056,     0.061,    -0.022
      0.2100,    -0.072,     0.040,     0.092,     0.000,     0.015,     0.039,     0.067,    -0.007
      0.2200,    -0.092,     0.022,     0.110,     0.000,     0.015,     0.020,     0.071,     0.009
      0.2300,    -0.105,    -0.002,     0.122,     0.000,     0.015,     0.002,     0.072,     0.024
      0.2400,    -0.112,    -0.028,     0.126,     0.000,     0.015,    -0.016,     0.071,     0.039
      0.2500,    -0.116,    -0.052,     0.123,     0.000,     0.015,    -0.033,     0.067,     0.053
      0.2600,    -0.116,    -0.069,     0.115,     0.000,     0.015,    -0.048,     0.061,     0.064
      0.2700,    -0.112,    -0.080,     0.103,     0.000,     0.015,    -0.062,     0.054,     0.074
      0.2800,    -0.107,    -0.084,     0.087,     0.000,     0.016,    -0.074,     0.047,     0.081
      0.2900,    -0.102,    -0.084,     0.063,     0.000,     0.016,    -0.084,     0.040,     0.085
      0.3000,    -0.101,    -0.083,     0.030,     0.000,     0.016,    -0.093,     0.033,     0.086
      0.3100,    -0.107,    -0.082,    -0.012,     0.000,     0.016,    -0.101,     0.027,     0.083
      0.3200,    -0.119,    -0.080,    -0.059,     0.000,     0.016,    -0.109,     0.022,     0.075
      0.3300,    -0.136,    -0.078,    -0.106,     0.000,     0.016,    -0.117,     0.017,     0.064
      0.3400,    -0.155,    -0.073,    -0.147,     0.000,     0.016,    -0.125,     0.012,     0.049
      0.3500,    -0.169,    -0.064,    -0.176,     0.000,     0.015,    -0.134,     0.009,     0.031
      0.3600,    -0.174,    -0.050,    -0.192,     0.000,     0.015,    -0.143,     0.007,     0.013
      0.3700,    -0.168,    -0.030,    -0.198,     0.000,     0.015,    -0.150,     0.007,    -0.004
      0.3800,    -0.154,    -0.006,    -0.200,     0.000,     0.015,    -0.155,     0.009,    -0.021
      0.3900,    -0.138,     0.021,    -0.203,     0.000,     0.015,    -0.158,     0.013,    -0.036
      0.4000,    -0.127,     0.048,    -0.210,     0.000,     0.015,    -0.159,     0.020,    -0.051
      0.4100,    -0.124,     0.074,    -0.222,     0.000,     0.015,    -0.158,     0.028,    -0.064
      0.4200,    -0.129,     0.097,    -0.235,     0.000,     0.015,    -0.157,     0.038,    -0.078
      0.4300,    -0.136,     0.120,    -0.243,     0.000,     0.014,    -0.156,     0.049,    -0.091
      0.4400,    -0.137,     0.144,    -0.243,     0.000,     0.014,    -0.155,     0.061,    -0.103
      0.4500,    -0.125,     0.174,    -0.233,     0.000,     0.014,    -0.152,     0.074,    -0.113
      0.4600,    -0.099,     0.208,    -0.215,     0.000,     0.014,    -0.148,     0.090,    -0.121
      0.4700,    -0.063,     0.246,    -0.193,     0.000,     0.014,    -0.140,     0.106,    -0.126
      0.4800,    -0.023,     0.281,    -0.172,     0.000,     0.013,    -0.129,     0.125,    -0.127
      0.4900,     0.011,     0.310,    -0.155,     0.000,     0.013,    -0.115,     0.145,    -0.126
      0.5000,     0.032,     0.329,    -0.141,     0.000,     0.013,    -0.099,     0.164,    -0.124
      0.5100,     0.036,     0.338,    -0.128,     0.000,     0.013,    -0.083,     0.183,    -0.119
      0.5200,     0.026,     0.338,    -0.111,     0.000,     0.013,    -0.068,     0.200,    -0.114
      0.5300,     0.005,     0.334,    -0.088,     0.000,     0.012,    -0.055,     0.214,    -0.106
      0.5400,    -0.018,     0.328,    -0.055,     0.000,     0.012,    -0.046,     0.226,    -0.096
      0.5500,    -0.040,     0.327,    -0.015,     0.000,     0.012,    -0.039,     0.236,    -0.083
      0.5600,    -0.056,     0.333,     0.028,     0.000,     0.012,    -0.035,     0.244,    -0.067
      0.5700,    -0.064,     0.348,     0.069,     0.000,     0.012,    -0.032,     0.252,    -0.048
      0.5800,    -0.062,     0.370,     0.102,     0.000,     0.011,    -0.029,     0.260,    -0.026
      0.5900,    -0.050,     0.395,     0.127,     0.000,     0.011,    -0.026,     0.268,    -0.004
      0.6000,    -0.028,     0.415,     0.144,     0.000,     0.011,    -0.021,     0.277,     0.018
      0.6100,     0.005,     0.422,     0.154,     0.000,     0.011,    -0.014,     0.285,     0.040
      0.6200,     0.044,     0.412,     0.163,     0.000,     0.010,    -0.005,     0.292,     0.061
      0.6300,     0.086,     0.384,     0.174,     0.000,     0.010,     0.008,     0.295,     0.080
      0.6400,     0.126,     0.342,     0.191,     0.000,     0.010,     0.024,     0.293,     0.099
      0.6500,     0.158,     0.293,     0.214,     0.000,     0.010,     0.042,     0.286,     0.118
      0.6600,     0.177,     0.244,     0.241,     0.000,     0.010,     0.060,     0.274,     0.137
      0.6700,     0.182,     0.202,     0.268,     0.000,     0.009,     0.078,     0.257,     0.157
      0.6800,     0.173,     0.170,     0.290,     0.000,     0.009,     0.094,     0.237,     0.177
      0.6900,     0.151,     0.146,     0.305,     0.000,     0.009,     0.107,     0.216,     0.196
      0.7000,     0.119,     0.126,     0.314,     0.000,     0.009,     0.115,     0.193,     0.214
      0.7100,     0.079,     0.101,     0.315,     0.000,     0.009,     0.119,     0.170,     0.230
      0.7200,     0.034,     0.066,     0.309,     0.000,     0.009,     0.118,     0.144,     0.244
      0.7300,    -0.013,     0.016,     0.297,     0.000,     0.009,     0.113,     0.117,     0.254
      0.7400,    -0.056,    -0.048,     0.279,     0.000,     0.009,     0.103,     0.086,     0.262
      0.7500,    -0.092,    -0.119,     0.256,     0.000,     0.009,     0.089,     0.050,     0.265
      0.7600,    -0.118,    -0.190,     0.230,     0.000,     0.008,     0.074,     0.011,     0.265
      0.7700,    -0.133,    -0.249,     0.203,     0.000,     0.008,     0.058,    -0.031,     0.262
      0.7800,    -0.137,    -0.290,     0.173,     0.000,     0.008,     0.042,    -0.074,     0.255
      0.7900,    -0.133,    -0.312,     0.142,     0.000,     0.008,     0.027,    -0.117,     0.245
      0.8000,    -0.125,    -0.322,     0.107,     0.000,     0.008,     0.014,    -0.156,     0.232
      0.8100,    -0.117,    -0.326,     0.068,     0.000,     0.008,     0.003,    -0.193,     0.215
      0.8200,    -0.115,    -0.337,     0.027,     0.000,     0.008,    -0.007,    -0.226,     0.195
      0.8300,    -0.119,    -0.361,    -0.016,     0.000,     0.007,    -0.016,    -0.258,     0.172
      0.8400,    -0.130,    -0.400,    -0.059,     0.000,     0.007,    -0.025,    -0.288,     0.146
      0.8500,    -0.144,    -0.448,    -0.098,     0.000,     0.007,    -0.035,    -0.320,     0.118
      0.8600,    -0.157,    -0.499,    -0.131,     0.000,     0.007,    -0.044,    -0.352,     0.089
      0.8700,    -0.168,    -0.543,    -0.159,     0.000,     0.006,    -0.054,    -0.384,     0.059
      0.8800,    -0.174,    -0.574,    -0.182,     0.000,     0.006,    -0.064,    -0.416,     0.028
      0.8900,    -0.176,    -0.590,    -0.203,     0.000,     0.006,    -0.073,    -0.446,    -0.002
      0.9000,    -0.172,    -0.591,    -0.222,     0.000,     0.006,    -0.081,    -0.473,    -0.031
      0.9100,    -0.160,    -0.582,    -0.240,     0.000,     0.005,    -0.087,    -0.495,    -0.060
      0.9200,    -0.135,    -0.567,    -0.256,     0.000,     0.005,    -0.090,    -0.512,    -0.087
      0.9300,    -0.095,    -0.546,    -0.271,     0.000,     0.005,    -0.090,    -0.524,    -0.113
      0.9400,    -0.038,    -0.521,    -0.283,     0.000,     0.004,    -0.085,    -0.531,    -0.138
      0.9500,     0.028,    -0.488,    -0.290,     0.000,     0.004,    -0.074,    -0.532,    -0.161
      0.9600,     0.091,    -0.446,    -0.294,     0.000,     0.004,    -0.057,    -0.528,    -0.183
      0.9700,     0.138,    -0.397,    -0.295,     0.000,     0.003,    -0.036,    -0.518,    -0.202
      0.9800,     0.156,    -0.343,    -0.293,     0.000,     0.003,    -0.014,    -0.502,    -0.218
      0.9900,     0.141,    -0.289,    -0.290,     0.000,     0.003,     0.006,    -0.480,    -0.232
      1.0000,     0.097,    -0.239,    -0.285,     0.000,     0.002,     0.022,    -0.453,    -0.244
      1.0100,     0.034,    -0.196,    -0.275,     0.000,     0.002,     0.031,    -0.422,    -0.253
      1.0200,    -0.032,    -0.157,    -0.258,     0.000,     0.002,     0.033,    -0.388,    -0.258
      1.0300,    -0.089,    -0.118,    -0.229,     0.000,     0.002,     0.029,    -0.352,    -0.261
      1.0400,    -0.126,    -0.073,    -0.189,     0.000,     0.001,     0.021,    -0.314,    -0.258
      1.0500,    -0.139,    -0.017,    -0.142,     0.000,     0.001,     0.011,    -0.273,    -0.251
      1.0600,    -0.126,     0.051,    -0.093,     0.000,     0.001,     0.002,    -0.229,    -0.239
      1.0700,    -0.091,     0.128,    -0.054,     0.000,     0.001,    -0.005,    -0.180,    -0.223
      1.0800,    -0.040,     0.211,    -0.028,     0.000,     0.000,    -0.006,    -0.127,    -0.204
      1.0900,     0.017,     0.291,    -0.017,     0.000,     0.000,    -0.002,    -0.071,    -0.185
      1.1000,     0.072,     0.361,    -0.016,     0.000,     0.000,     0.007,    -0.012,    -0.165
      1.1100,     0.118,     0.415,    -0.015,     0.000,    -0.001,     0.020,     0.048,    -0.147
      1.1200,     0.150,     0.452,    -0.006,     0.000,    -0.001,     0.035,     0.108,    -0.129
      1.1300,     0.169,     0.475,     0.017,     0.000,    -0.001,     0.052,     0.164,    -0.111
      1.1400,     0.181,     0.489,     0.053,     0.000,    -0.001,     0.068,     0.217,    -0.091
      1.1500,     0.188,     0.503,     0.097,     0.000,    -0.001,     0.083,     0.266,    -0.068
      1.1600,     0.195,     0.523,     0.138,     0.000,    -0.002,     0.098,     0.311,    -0.043
      1.1700,     0.201,     0.549,     0.167,     0.000,    -0.002,     0.112,     0.354,    -0.017
      1.1800,     0.203,     0.579,     0.179,     0.000,    -0.002,     0.124,     0.394,     0.009
      1.1900,     0.196,     0.606,     0.176,     0.000,    -0.002,     0.135,     0.432,     0.033
      1.2000,     0.180,     0.621,     0.164,     0.000,    -0.002,     0.143,     0.468,     0.055
      1.2100,     0.155,     0.620,     0.155,     0.000,    -0.002,     0.148,     0.499,     0.073
      1.2200,     0.129,     0.604,     0.156,     0.000,    -0.002,     0.150,     0.525,     0.089
      1.2300,     0.108,     0.576,     0.174,     0.000,    -0.002,     0.148,     0.544,     0.105
      1.2400,     0.097,     0.544,     0.206,     0.000,    -0.002,     0.145,     0.557,     0.120
      1.2500,     0.095,     0.512,     0.245,     0.000,    -0.002,     0.141,     0.564,     0.138
      1.2600,     0.096,     0.483,     0.282,     0.000,    -0.002,     0.136,     0.565,     0.157
      1.2700,     0.093,     0.454,     0.307,     0.000,    -0.002,     0.131,     0.561,     0.177
      1.2800,     0.079,     0.421,     0.314,     0.000,    -0.002,     0.126,     0.552,     0.196
      1.2900,     0.055,     0.379,     0.301,     0.000,    -0.002,     0.118,     0.539,     0.213
      1.3000,     0.025,     0.324,     0.272,     0.000,    -0.002,     0.108,     0.519,     0.225
      1.3100,    -0.004,     0.255,     0.231,     0.000,    -0.002,     0.096,     0.494,     0.232
      1.3200,    -0.022,     0.174,     0.185,     0.000,    -0.002,     0.082,     0.462,     0.233
      1.3300,    -0.027,     0.088,     0.142,     0.000,    -0.002,     0.068,     0.422,     0.230
      1.3400,    -0.021,     0.003,     0.106,     0.000,    -0.002,     0.055,     0.377,     0.221
      1.3500,    -0.010,    -0.077,     0.079,     0.000,    -0.002,     0.044,     0.326,     0.210
      1.3600,    -0.004,    -0.147,     0.058,     0.000,    -0.002,     0.034,     0.270,     0.197
      1.3700,    -0.009,    -0.208,     0.038,     0.000,    -0.003,     0.025,     0.212,     0.182
      1.3800,    -0.032,    -0.261,     0.017,     0.000,    -0.003,     0.016,     0.153,     0.165
      1.3900,    -0.074,    -0.309,    -0.009,     0.000,    -0.003,     0.004,     0.094,     0.147
      1.4000,    -0.133,    -0.353,    -0.040,     0.000,    -0.003,    -0.012,     0.035,     0.128
      1.4100,    -0.201,    -0.398,    -0.072,     0.000,    -0.003,    -0.033,    -0.024,     0.106
      1.4200,    -0.267,    -0.443,    -0.103,     0.000,    -0.003,    -0.058,    -0.082,     0.083
      1.4300,    -0.319,    -0.487,    -0.129,     0.000,    -0.003,    -0.086,    -0.139,     0.059
      1.4400,    -0.346,    -0.524,    -0.149,     0.000,    -0.003,    -0.115,    -0.194,     0.035
      1.4500,    -0.337,    -0.551,    -0.161,     0.000,    -0.003,    -0.143,    -0.247,     0.010
      1.4600,    -0.289,    -0.566,    -0.167,     0.000,    -0.003,    -0.164,    -0.296,    -0.012
      1.4700,    -0.202,    -0.572,    -0.167,     0.000,    -0.004,    -0.177,    -0.342,    -0.034
      1.4800,    -0.091,    -0.573,    -0.165,     0.000,    -0.004,    -0.179,    -0.382,    -0.053
      1.4900,     0.024,    -0.573,    -0.161,     0.000,    -0.004,    -0.169,    -0.418,    -0.070
