,name,size,status
0,20211023031559_4441_Z.mseed,10752,1
1,20211023031630_4650_Z.mseed,7936,1
2,20211023031559_4397_E.mseed,16896,1
3,_palert_5053_eqEvent_20211023111638.csv,1438919,1
4,_palert_5067_eqEvent_20211023111639.csv,1438919,1
5,_palert_5017_eqEvent_20211023111632.csv,1428719,1
6,20211023031559_4397_Z.mseed,16128,1
7,20211023031559_4441_N.mseed,11520,1
8,20211023031630_4650_E.mseed,8704,1
9,20211023031559_4441_E.mseed,11008,1
10,20211023031630_4650_N.mseed,9216,1
11,_palert_4668_eqEvent_20211023111641.csv,973619,1
12,20211023031559_4397_N.mseed,16640,1
