,name,size,status
0,20210806081129_5067_N.mseed,38912,1
1,20210806081128_5080_N.mseed,7936,1
2,20210806081128_5053_Z.mseed,9472,1
3,20210806081128_5021_E.mseed,7936,1
4,20210806081116_4397_N.mseed,13056,1
5,20210806081130_4441_E.mseed,7424,1
6,20210806081128_5053_E.mseed,11264,1
7,20210806081120_4650_N.mseed,9728,1
8,20210806081116_4397_E.mseed,13568,1
9,20210806081129_5067_E.mseed,38144,1
10,20210806081129_5067_Z.mseed,37888,1
11,20210806081120_4650_E.mseed,9984,1
12,20210806081128_5018_Z.mseed,7424,1
13,20210806081120_4650_Z.mseed,8448,1
14,20210806081116_4397_Z.mseed,13056,1
15,20210806081109_4404_E.mseed,11520,1
16,20210806081128_5040_Z.mseed,7424,1
17,20210806081109_4406_Z.mseed,11520,1
18,20210806081128_5018_N.mseed,7424,1
19,20210806081128_5080_Z.mseed,7680,1
20,20210806081128_5021_N.mseed,7936,1
21,20210806081128_5080_E.mseed,7936,1
22,20210806081109_4404_Z.mseed,10752,1
23,20210806081109_4406_E.mseed,13312,1
24,20210806081130_4441_N.mseed,7424,1
25,20210806081109_4406_N.mseed,13312,1
26,20210806081109_4404_N.mseed,10752,1
27,20210806081130_4441_Z.mseed,6912,1
28,20210806081128_5040_N.mseed,7424,1
29,20210806081128_5021_Z.mseed,7680,1
30,20210806081128_5040_E.mseed,7936,1
31,20210806081128_5018_E.mseed,8192,1
32,20210806081128_5053_N.mseed,9472,1
