,name,size,status
0,20210713234601_5018_N.mseed,6656,1
1,20210713234602_5067_E.mseed,35840,1
2,20210713234521_4397_Z.mseed,9472,1
3,20210713234521_4397_N.mseed,10496,1
4,20210713234601_5018_E.mseed,6912,1
5,20210713234601_5021_E.mseed,6656,1
6,20210713234602_5067_Z.mseed,35840,1
7,20210713234601_5080_E.mseed,6656,1
8,20210713234519_4441_E.mseed,9728,1
9,20210713234542_4406_N.mseed,14592,1
10,20210713234601_5053_Z.mseed,9728,1
11,20210713234602_5067_N.mseed,35840,1
12,20210713234601_5040_Z.mseed,6656,1
13,20210713234542_4406_E.mseed,14336,1
14,20210713234519_4441_N.mseed,9984,1
15,20210713234601_5040_E.mseed,6656,1
16,20210713234542_4406_Z.mseed,13056,1
17,20210713234559_4404_Z.mseed,6912,1
18,20210713234559_4404_N.mseed,6912,1
19,20210713234559_4404_E.mseed,6912,1
20,20210713234601_5018_Z.mseed,6656,1
21,20210713234601_5021_Z.mseed,6400,1
22,20210713234601_5053_N.mseed,9728,1
23,20210713234601_5080_Z.mseed,6400,1
24,20210713234519_4441_Z.mseed,9216,1
25,20210713234521_4397_E.mseed,10240,1
26,20210713234601_5053_E.mseed,9728,1
27,20210713234601_5080_N.mseed,6656,1
28,20210713234601_5021_N.mseed,6400,1
29,20210713234601_5040_N.mseed,6400,1
