,name,size,status
0,20210623054035_5040_Z.mseed,9216,1
1,20210623054035_5018_N.mseed,9216,1
2,20210623054035_5080_Z.mseed,9472,1
3,20210623054039_4406_E.mseed,11264,1
4,20210623054036_5067_Z.mseed,50432,1
5,20210623054035_5018_Z.mseed,9216,1
6,20210623054035_5080_N.mseed,9472,1
7,20210623054019_4397_Z.mseed,10752,1
8,20210623054050_4650_Z.mseed,8192,1
9,20210623054019_4441_E.mseed,9984,1
10,20210623054019_4441_Z.mseed,9472,1
11,20210623054035_5040_E.mseed,9728,1
12,20210623054035_5021_Z.mseed,9728,1
13,20210623054035_5021_N.mseed,9472,1
14,20210623054035_5080_E.mseed,9472,1
15,20210623054019_4397_N.mseed,11008,1
16,20210623054035_5053_Z.mseed,12544,1
17,20210623054019_4397_E.mseed,11008,1
18,20210623054035_5053_N.mseed,13056,1
19,20210623054035_5018_E.mseed,9472,1
20,20210623054039_4406_Z.mseed,9728,1
21,20210623054019_4441_N.mseed,9984,1
22,20210623054036_5067_E.mseed,50432,1
23,20210623054049_4404_N.mseed,8704,1
24,20210623054049_4404_Z.mseed,9216,1
25,20210623054050_4650_E.mseed,8960,1
26,20210623054035_5040_N.mseed,9216,1
27,20210623054049_4404_E.mseed,8704,1
28,20210623054035_5053_E.mseed,12800,1
29,20210623054039_4406_N.mseed,11520,1
30,_palert_4584_eqEvent_20210623134104.csv,380219,1
31,20210623054035_5021_E.mseed,9472,1
32,20210623054036_5067_N.mseed,50688,1
33,20210623054050_4650_N.mseed,8960,1
